규칙,청산,진입,n,승률,PF,평균%,누적%,MDD,흑자월,무작위PF,무작위max,초과,점수
페이드20+미국장,2.0/4.0/576,시장가,240,38.333333333333336,0.8269973468718659,-0.19614141886039635,-41.38218314867249,-51.70580470095736,4/13,0.9792522566931318,1.1889724908150512,-0.3619751439431853,-0.3619751439431853
페이드20+미국장,2.0/4.0/576,지정가,231,36.36363636363637,0.7687449549042877,-0.26554800524254824,-48.97593427222062,-50.13389914723789,3/13,0.9599557759412799,1.2971018828206722,-0.5283569279163844,-0.5283569279163844
페이드40,1.0/2.0/144,시장가,1005,42.48756218905473,0.9724821999353896,-0.014622670981641708,-19.571923621124398,-34.38039750264842,5/13,0.828925705548749,0.8615554831753397,0.11092671676004995,0.11092671676004995
페이드40,1.0/2.0/144,지정가,946,41.43763213530655,0.9494002708713651,-0.0272066681244282,-27.68178116610197,-39.58633495234387,5/13,0.8914544952217215,0.9160962533202607,0.03330401755110446,0.03330401755110446
페이드40,1.0/3.0/288,시장가,665,32.03007518796993,0.87836693184571,-0.08430636885805688,-47.03469942734615,-51.58962260663098,4/13,0.8480193537640371,0.9485880482830527,-0.07022111643734263,-0.07022111643734263
페이드40,1.0/3.0/288,지정가,646,34.05572755417957,0.9553710128397964,-0.02992166986891976,-23.466758380260078,-46.128173923347745,6/13,0.9250138275324021,0.9530346586658511,0.0023363541739452875,0.0023363541739452875
페이드40,1.5/3.0/288,시장가,538,41.2639405204461,0.9763623686584274,-0.018681248108657646,-16.84104408100293,-39.38843182203645,8/13,0.8938385235523238,0.9328653412401532,0.043497027418274214,0.043497027418274214
페이드40,1.5/3.0/288,지정가,515,41.359223300970875,0.9664416356983678,-0.026454110310441512,-19.46869907371522,-46.543855226804986,5/13,0.928203413074738,0.9686692719349946,-0.0022276362366268065,-0.0022276362366268065
페이드40,1.5/4.5/576,시장가,348,38.2183908045977,1.111764947987994,0.1057631308213468,31.961743899896035,-23.062072913118094,7/13,0.9373125646209267,0.9926436885265066,0.11912125946148744,0.11912125946148744
페이드40,1.5/4.5/576,지정가,349,38.108882521489974,1.1982474254585445,0.18584370489691812,73.28883219401891,-28.569271935753658,9/13,0.9746751316424532,1.085296101777018,0.1129513236815265,0.1129513236815265
페이드40,2.0/4.0/576,시장가,316,40.189873417721515,0.919879982765948,-0.09115959788420325,-31.580146151193635,-38.93995286700278,7/13,0.8709611344577372,0.8868952102077896,0.03298477255815835,0.03298477255815835
페이드40,2.0/4.0/576,지정가,304,39.14473684210527,0.8899659903981194,-0.12284812706955725,-36.7731405571321,-60.061684639292636,5/13,1.009653317715842,1.0951301095369586,-0.20516411913883914,-0.20516411913883914
페이드40+미국장,1.0/2.0/144,시장가,460,42.608695652173914,0.888669382193739,-0.06129664834139301,-26.92193387301249,-27.561843142486055,4/13,0.8313590253538817,0.8481339099666679,0.0405354722270711,0.0405354722270711
페이드40+미국장,1.0/2.0/144,지정가,425,40.470588235294116,0.8349842733243438,-0.09340759870783592,-34.6743367477566,-35.01209199064015,3/13,0.8546107612999606,0.9091935308225488,-0.07420925749820506,-0.07420925749820506
